Transect	26169	7	5
Lambda							457.020000	549.920000	670.000000	749.840000	796.340000	
Transects	ID	X	Y	Latitude	Longitud	Depth	B1	B2	B3	B4	B5	
1	1	5	5	0	0	0	0	0	0	0	0	
1	2	55	5	0	0	0	0	0	0	0	0	
1	3	105	5	0	0	0	0	0	0	0	0	
1	4	155	5	0	0	0	0	0	0	0	0	
1	5	205	5	0	0	0	0	0	0	0	0	
1	6	255	5	0	0	0	0	0	0	0	0	
1	7	305	5	0	0	0	0	0	0	0	0	
1	8	355	5	0	0	0	0	0	0	0	0	
1	9	405	5	0	0	0	0	0	0	0	0	
1	10	455	5	0	0	0	0	0	0	0	0	
1	11	505	5	0	0	0	0	0	0	0	0	
1	12	555	5	0	0	0	0	0	0	0	0	
1	13	605	5	0	0	0	0	0	0	0	0	
1	14	655	5	0	0	0	0	0	0	0	0	
1	15	705	5	0	0	0	0	0	0	0	0	
1	16	755	5	0	0	0	0	0	0	0	0	
1	17	805	5	0	0	0	0	0	0	0	0	
1	18	855	5	0	0	0	0	0	0	0	0	
1	19	905	5	0	0	0	0	0	0	0	0	
1	20	955	5	0	0	0	0	0	0	0	0	
1	21	1005	5	0	0	0	0	0	0	0	0	
1	22	1055	5	0	0	0	0	0	0	0	0	
1	23	1105	5	0	0	0	0	0	0	0	0	
1	24	1155	5	0	0	0	0	0	0	0	0	
1	25	1205	5	0	0	0	0	0	0	0	0	
1	26	1255	5	0	0	0	0	0	0	0	0	
1	27	1305	5	0	0	0	0	0	0	0	0	
1	28	1355	5	0	0	0	0	0	0	0	0	
1	29	1405	5	0	0	0	0	0	0	0	0	
1	30	1455	5	0	0	0	0	0	0	0	0	
1	31	1505	5	0	0	0	0	0	0	0	0	
1	32	1555	5	0	0	0	0	0	0	0	0	
1	33	1605	5	0	0	0	0	0	0	0	0	
1	34	1655	5	0	0	0	0	0	0	0	0	
1	35	1705	5	0	0	0	0	0	0	0	0	
1	36	1755	5	0	0	0	0	0	0	0	0	
1	37	1805	5	0	0	0	0	0	0	0	0	
1	38	1855	5	0	0	0	0	0	0	0	0	
1	39	1905	5	0	0	0	0	0	0	0	0	
1	40	1955	5	0	0	0	0	0	0	0	0	
1	41	2005	5	0	0	0	0	0	0	0	0	
1	42	2055	5	0	0	0	0	0	0	0	0	
1	43	2105	5	0	0	0	0	0	0	0	0	
1	44	2155	5	0	0	0	0	0	0	0	0	
1	45	2205	5	0	0	0	0	0	0	0	0	
1	46	2255	5	0	0	0	0	0	0	0	0	
1	47	2305	5	0	0	0	0	0	0	0	0	
1	48	2355	5	0	0	0	0	0	0	0	0	
1	49	2405	5	0	0	0	0	0	0	0	0	
1	50	2455	5	0	0	0	0	0	0	0	0	
1	51	2505	5	0	0	0	0	0	0	0	0	
1	52	2555	5	0	0	0	0	0	0	0	0	
1	53	2605	5	0	0	0	0	0	0	0	0	
1	54	2655	5	0	0	0	0	0	0	0	0	
1	55	2705	5	0	0	0	0	0	0	0	0	
1	56	2755	5	0	0	0	0	0	0	0	0	
1	57	2805	5	0	0	0	0	0	0	0	0	
1	58	2855	5	0	0	0	0	0	0	0	0	
1	59	2905	5	0	0	0	0	0	0	0	0	
1	60	2955	5	0	0	0	0	0	0	0	0	
1	61	3005	5	0	0	0	0	0	0	0	0	
1	62	3055	5	0	0	0	0	0	0	0	0	
1	63	3105	5	0	0	0	0	0	0	0	0	
1	64	3155	5	0	0	0	0	0	0	0	0	
1	65	3205	5	0	0	0	0	0	0	0	0	
1	66	3255	5	0	0	0	0	0	0	0	0	
1	67	3305	5	0	0	0	0	0	0	0	0	
1	68	3355	5	0	0	0	0	0	0	0	0	
1	69	3405	5	0	0	0	0	0	0	0	0	
1	70	3455	5	0	0	0	0	0	0	0	0	
1	71	3505	5	0	0	0	0	0	0	0	0	
1	72	3555	5	0	0	0	0	0	0	0	0	
1	73	3605	5	0	0	0	0	0	0	0	0	
1	74	3655	5	0	0	0	0	0	0	0	0	
1	75	3705	5	0	0	0	0	0	0	0	0	
1	76	3755	5	0	0	0	0	0	0	0	0	
1	77	3805	5	0	0	0	0	0	0	0	0	
1	78	3855	5	0	0	0	0	0	0	0	0	
1	79	3905	5	0	0	0	0	0	0	0	0	
1	80	3955	5	0	0	0	0	0	0	0	0	
1	81	4005	5	0	0	0	0	0	0	0	0	
1	82	4055	5	0	0	0	0	0	0	0	0	
1	83	4105	5	0	0	0	0	0	0	0	0	
1	84	4155	5	0	0	0	0	0	0	0	0	
1	85	4205	5	0	0	0	0	0	0	0	0	
1	86	4255	5	0	0	0	0	0	0	0	0	
1	87	4305	5	0	0	0	0	0	0	0	0	
1	88	4355	5	0	0	0	0	0	0	0	0	
1	89	4405	5	0	0	0	0	0	0	0	0	
1	90	4455	5	0	0	0	0	0	0	0	0	
1	91	4505	5	0	0	0	0	0	0	0	0	
1	92	4555	5	0	0	0	0	0	0	0	0	
1	93	4605	5	0	0	0	0	0	0	0	0	
1	94	4655	5	0	0	0	0	0	0	0	0	
1	95	4705	5	0	0	0	0	0	0	0	0	
1	96	4755	5	0	0	0	0	0	0	0	0	
1	97	4805	5	0	0	0	0	0	0	0	0	
1	98	4855	5	0	0	0	0	0	0	0	0	
1	99	4905	5	0	0	0	0	0	0	0	0	
1	100	4955	5	0	0	0	0	0	0	0	0	
1	101	5005	5	0	0	0	0	0	0	0	0	
1	102	5055	5	0	0	0	0	0	0	0	0	
1	103	5105	5	0	0	0	0	0	0	0	0	
1	104	5155	5	0	0	0	0	0	0	0	0	
1	105	5205	5	0	0	0	0	0	0	0	0	
