remote-sensing inversion	DierssenImageDiffuse
9	6
Comments: 
02/14/17	12:30:30
Image	debug\gail_15bands_7cm_jun222016_utmz33_reg_clip_new_badpixsmsk_bil_quac_spatialsubset20cm.hdr
Transect	C:\Users\kubota\Documents\MATLAB\bathymetry\exe\BathymetryImageDierssen_gail_15bands_7cm_jun222016_utmz33_reg_clip_new_badpixsmsk_bil_quac_spatialsubset20cm.txt
Params	Default
Alpha	0.01
NIter	5
Width/Height	5
X	Y	RRS555	RRS670	Depth	T	
1027	1002	1453.26	2599.67	0.14219	7.65955	
1028	1002	1432.78	2583.22	0.140732	7.934	
1029	1002	1410.85	2568.63	0.138936	7.35355	
1030	1002	1389.75	2562.41	0.136638	7.6432	
1031	1002	1397.61	2589.49	0.135763	7.9207	
1032	1002	1416.74	2602.74	0.137292	7.97848	
1033	1002	1432.69	2610.59	0.138782	7.58885	
1034	1002	1440.35	2598.96	0.140582	7.34747	
1035	1002	1451.78	2586.49	0.14295	8.03854	
1036	1002	1453.43	2542.89	0.146388	8.01003	
1037	1002	1447.06	2495.92	0.149141	7.37407	
1038	1002	1439.73	2443.61	0.152306	7.83935	
1039	1002	1437.58	2402.88	0.15537	7.35165	
1040	1002	1425.68	2340.29	0.159058	7.85607	
1041	1002	1402.76	2277.94	0.161294	7.77549	
1042	1002	1372.23	2191.38	0.164818	7.43566	
1043	1002	1344.8	2101.76	0.169457	7.33568	
1044	1002	1317.22	1981.15	0.177995	7.69338	
1045	1002	1282.9	1866.08	0.185736	7.36115	
1046	1002	1242.54	1736.52	0.195376	7.83327	
1047	1002	1205.32	1620.22	0.205172	12.4309	
1048	1002	1144.63	1491.1	0.213381	8.02523	
1049	1002	1092.41	1367.78	0.224149	8.02941	
1050	1002	1042.68	1272.5	0.231356	7.92564	
1051	1002	1015.55	1199.51	0.240847	8.01193	
1052	1002	1017.23	1159	0.251683	7.45352	
1053	1002	1039.04	1150.3	0.260633	7.34595	
1054	1002	1076.58	1168.14	0.267052	7.62762	
1055	1002	1120.01	1178.03	0.277253	7.52803	
1056	1002	1140.99	1171.05	0.285519	7.35697	
1057	1002	1147.98	1146.79	0.294885	7.49648	
1058	1002	1136.84	1111.12	0.302641	8.02485	
1059	1002	1124.08	1073.99	0.310883	7.41513	
1060	1002	1110.71	1031.4	0.321496	7.54323	
1061	1002	1089.34	990.339	0.329592	7.97581	
1062	1002	1073.1	963.978	0.334235	7.99254	
1063	1002	1062.46	935.332	0.342202	8.25255	
1064	1002	1053.39	916.952	0.34672	7.94807	
1065	1002	1053.22	905.351	0.351812	8.94476	
1066	1002	1063.63	908.412	0.354454	7.91994	
1067	1002	1076.98	899.287	0.363819	7.92488	
1068	1002	1105.13	896.23	0.376245	8.02295	
1069	1002	1127.42	897.643	0.384252	7.41437	
1070	1002	1150.58	897.949	0.393117	7.91956	
1071	1002	1172.33	894.891	0.403135	8.82996	
1072	1002	1185.2	903.736	0.403628	11.4319	
1073	1002	1193.61	905.856	0.405799	11.0389	
1074	1002	1187.31	906.284	0.403154	11.1662	
1075	1002	1184.81	914.642	0.398023	8.82768	
1076	1002	1193.89	951.087	0.384013	9.13254	
1077	1002	1219.04	990.855	0.375267	7.91195	
1078	1002	1245.16	1058.66	0.356313	8.07845	
1079	1002	1284.16	1112.55	0.348632	7.62838	
1080	1002	1311.96	1175	0.335414	7.37141	
1081	1002	1317.04	1224.81	0.320937	7.39042	
1082	1002	1314.19	1297.44	0.299048	7.60937	
1083	1002	1320.19	1377.35	0.27997	7.94084	
1084	1002	1327.47	1523.07	0.249552	7.9283	
1085	1002	1354.99	1675.39	0.227656	7.88002	
1086	1002	1410.03	1857.02	0.21049	7.9321	
1087	1002	1468.91	2015.4	0.199965	8.09746	
1088	1002	1504.92	2150.14	0.190005	7.6204	
1089	1002	1513.4	2253.74	0.180262	7.35469	
1090	1002	1507.25	2334.58	0.171423	7.51282	
1091	1002	1485.56	2404.01	0.162023	8.13737	
